楽曲,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,178,モニタリング,初音ミク,2024/11/22,sm44317852,-,DECO*27,DECO*27,DECO*27・Hayato Yamamoto,-,OTOIRO,Youtube全期間 TOP100 33,,44317852/44317852.3751477
,179,DAYBREAK FRONTLINE,IA,2016/12/03,sm30156654,-,Orangestar,Orangestar,Orangestar,M.B,-,Youtube全期間 TOP100 36,,30156654/30156654
,180,テレキャスタービーボーイ(long ver.),鏡音レン,2020/09/12,sm37507315,-,すりぃ,すりぃ,すりぃ,coalowl,coalowl,Youtube全期間 TOP100 37,,37507315/37507315.98820178
,181,ロウワー,flower,2021/11/11,sm39608927,-,ぬゆり,ぬゆり,ぬゆり,春私宜,みず希,Youtube全期間 TOP100 41,,39608927/39608927.7527358
,182,乙女解剖,初音ミク,2019/01/18,sm34470195,-,DECO*27,DECO*27,emon（Tes.）・Rockwell,-,OTOIRO,Youtube全期間 TOP100 43,,34470195/34470195.6486
,183,エゴロック(long ver.),鏡音レン,2021/09/07,sm39300654,-,すりぃ,すりぃ,すりぃ,-,Ocowa,Youtube全期間 TOP100 44,,39300654/39300654.58465574
,184,酔いどれ知らず,GUMI,2022/05/02,sm40408445,-,Kanaria,Kanaria,Kanaria,LAM,-,Youtube全期間 TOP100 46,,40408445/40408445.51803438
,185,み　む　かｩ　わ　ナ　イ　ス　ト　ラ　イ,初音ミク,2024/12/06,sm44397533,-,ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ,ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ,ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ,-,ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ,Youtube全期間 TOP100 48,,44397533/44397533.98839564
,186,転生林檎,初音ミク,2022/06/03,sm40554570,-,ピノキオピー,ピノキオピー,ピノキオピー,-,えいりな刃物,Youtube全期間 TOP100 49,,40554570/40554570.11898029
,187,人マニア,重音テト,2023/08/08,sm42585649,-,原口沙輔,原口沙輔,原口沙輔,-,-,Youtube全期間 TOP100 51,,42585649/42585649.26980841
,188,ヴィラン,flower,2020/02/07,sm36332327,-,てにをは,てにをは,てにをは,ねここ,-,Youtube全期間 TOP100 54,,36332327/36332327.81681242
,189,Copycat,GUMI,2016/05/18,sm28868044,-,Circus P,Circus P,Circus P,Sleppu,-,Youtube全期間 TOP100 59,,28868044/28868044
,190,マーシャル・マキシマイザー,可不,2021/08/21,sm39217773,-,柊マグネタイト,柊マグネタイト,柊マグネタイト・C'Na,あさ,-,Youtube全期間 TOP100 60,,39217773/39217773.82088901
,191,キュートなカノジョ,可不,2021/02/20,sm38300091,-,syudou,syudou,syudou,くろうめ,くろうめ,Youtube全期間 TOP100 61,,38300091/38300091.91558490
,192,イガク,重音テト,2024/02/23,sm43436193,-,原口沙輔,原口沙輔,原口沙輔,-,原口沙輔,Youtube全期間 TOP100 62,,43436193/43436193.24020685
,193,エンヴィーベイビー,GUMI,2021/02/13,sm38268550,-,Kanaria,Kanaria,Kanaria,LAM,-,Youtube全期間 TOP100 63,,38268550/38268550.66410868
,194,Gimme×Gimme,初音ミク・鏡音リン,2019/10/26,sm35866152,-,q*Left,八王子P × Giga,八王子P × Giga,LAM,Ryo Asakura,Youtube全期間 TOP100 64,,35866152/35866152.16699174
,195,告白ライバル宣言,GUMI,2014/02/14,sm22885875,-,使徒・ゴム,使徒,HoneyWorks,-,ヤマコ,Youtube全期間 TOP100 65,,22885875/22885875
,196,MONSTER,GUMI,2019/05/29,sm35190423,-,KIRA,KIRA,KIRA,Ekkoberry,-,Youtube全期間 TOP100 66,,35190423/35190423.7605981
,197,ねぇねぇねぇ。,初音ミク・鏡音リン,2021/08/06,sm39131047,-,ピノキオピー,ピノキオピー,ピノキオピー,寺田てら,ピノキオピー,Youtube全期間 TOP100 68,,39131047/39131047.96766050
,198,Candle Queen,GUMI,2017/11/07,-,EPMhkIiapIA,Lauren Estes,GHOST,GHOST,-,-,Youtube全期間 TOP100 72,,
,199,阿吽のビーツ,flower,2017/08/19,sm31775813,-,羽生まゐご,羽生まゐご,羽生まゐご,瀬川あをじ,-,Youtube全期間 TOP100 73,,31775813/31775813
,200,あいしていたのに,初音ミク,2023/07/28,sm42540632,-,MARETU,MARETU,MARETU,-,-,Youtube全期間 TOP100 74,,42540632/42540632.60869879
,201,フラジール,GUMI,2016/09/10,sm29610327,-,ぬゆり,ぬゆり,ぬゆり,廣田痛,-,Youtube全期間 TOP100 75,,29610327/29610327
,202,聖槍爆裂ボーイ,鏡音レン,2013/08/29,sm21702752,-,れるりり・もじゃ,れるりり・もじゃ,れるりり・もじゃ,市ノ瀬雪乃,まきのせな,Youtube全期間 TOP100 76,,21702752/21702752
,203,エゴイスト,flower,2018/09/12,sm33844537,-,大沼パセリ,大沼パセリ,大沼パセリ,獅冬ろう,-,Youtube全期間 TOP100 77,,33844537/33844537
,204,ごめんね ごめんね,初音ミク,2011/10/29,sm16015251,-,きくお,きくお,きくお,きくお,しーく,Youtube全期間 TOP100 80,XXXXXXXXXXXXX,16015251/16015251
,205,Sad Machine,AVANNA,2014/05/21,-,HAIDqt2aUek,Porter Robinson,Porter Robinson,Porter Robinson,-,-,Youtube全期間 TOP100 81,,
,206,赤い紙と青い紙,初音ミク,2016/04/10,-,MUwnffeMs9g,konig,konig,konig,-,konig,Youtube全期間 TOP100 83,,
,207,君はできない子,初音ミク,2013/03/23,sm20410104,-,きくお,きくお,きくお,きくお,きくお,Youtube全期間 TOP100 84,,20410104/20410104
,208,ラヴィ,鏡音レン,2022/10/29,sm41295783,-,すりぃ,すりぃ,すりぃ,SPIKE,よしだなすび,Youtube全期間 TOP100 85,,41295783/41295783.42564450
,209,Love Taste,GUMI,2018/02/02,-,sWbD5q769Ms,Moe Shop,Moe Shop,Moe Shop,-,-,Youtube全期間 TOP100 86,,
,210,ルマ,初音ミク,2019/11/23,sm35992766,-,かいりきベア,かいりきベア,かいりきベア,のう,-,Youtube全期間 TOP100 87,,35992766/35992766.58296902
,211,キャンディークッキーチョコレート 🍭🍪🍫,初音ミク・重音テト,2024/12/26,sm44469704,-,はろける,はろける,はろける,はろける,はろける,Youtube全期間 TOP100 88,,44469704/44469704.12467886
,212,スーパーヒーロー,IA,2018/04/14,sm33051243,-,Guiano,Guiano,Guiano,Y_Y,-,Youtube全期間 TOP100 89,,33051243/33051243
,213,命ばっかり,flower・結月ゆかり,2017/08/04,sm31680050,-,ぬゆり,ぬゆり,ぬゆり,アボガド6,アボガド6,Youtube全期間 TOP100 90,,31680050/31680050
,214,ラヴィット,初音ミク,2020/10/16,sm37674814,-,ピノキオピー,ピノキオピー,ピノキオピー,えいりな刃物,えいりな刃物,Youtube全期間 TOP100 91,,37674814/37674814.18114881
,215,Tell Your World,初音ミク,2012/03/12,-,PqJNc9KVIZE,kz,kz,kz,wakamuraP x fantasista utamaro x TAKCOM,wakamuraP x fantasista utamaro x TAKCOM,Youtube全期間 TOP100 95,,
,216,キャットラビング,可不,2021/07/17,sm39034813,-,香椎モイミ,香椎モイミ,香椎モイミ,檀上大空,柚璃遥,Youtube全期間 TOP100 96,,39034813/39034813.20703816
,217,BUTCHER VANITY,Yi Xi,2024/03/28,-,vjBFftpQxxM,Vane,Vane,Vane,-,rice,Youtube全期間 TOP100 97,,
,218,生きる,可不,2021/07/22,sm39067316,-,水野あつ,水野あつ,水野あつ,猫,-,Youtube全期間 TOP100 100,,39067316/39067316.82409754
,219,フォニイ,可不,2021/06/05,sm38833751,-,ツミキ,ツミキ,ツミキ,ウエダツバサ,ツミキ,ニコニコ全期間 TOP100 1,,38833751/38833751.80872787
,220,アンヘル ,鳴花ミコト,2019/03/11,sm34871494,-,かいりきベア,かいりきベア,かいりきベア,のう,-,ニコニコ全期間 TOP100 13,,34871494/34871494.13055
,221,炉心融解,鏡音リン,2009/08/30,sm8089993,-,kuma,iroha,iroha,なぎみそ,なぎみそ,ニコニコ全期間 TOP100 60,,8089993/8089993
,222,アイデンティティ,GUMI・初音ミク,2022/01/09,sm39875801,-,Kanaria,Kanaria,Kanaria,LAM,-,ニコニコ全期間 TOP100 62,,39875801/39875801.31395219
,223,熱異常,足立レイ・初音ミク,2022/10/08,sm41193299,-,いよわ,いよわ,いよわ,-,-,ニコニコ全期間 TOP100 67,,41193299/41193299.68161621
,224,ボッカデラベリタ,flower,2020/04/26,sm36731216,-,柊キライ,柊キライ,柊キライ,WOOMA,WOOMA,ニコニコ全期間 TOP100 68,,36731216/36731216.18554175
,225,ライアーダンサー,重音テト,2023/06/15,sm42356352,-,マサラダ,マサラダ,マサラダ,-,マサラダ,ニコニコ全期間 TOP100 69,,42356352/42356352.91859651
,226,抜錨,巡音ルカ,2018/06/13,sm33360604,-,ナナホシ管弦楽団,ナナホシ管弦楽団,ナナホシ管弦楽団,亞野日奈乃,-,ニコニコ全期間 TOP100 71,,33360604/33360604
,227,星界ちゃんと可不ちゃんのおつかい合騒曲,星界・可不・東北きりたん,2022/10/08,sm41188307,-,南ノ南,南ノ南,南ノ南,-,榊はゆ茶,ニコニコ全期間 TOP100 72,,41188307/41188307.36431325
,228,パメラ,flower,2021/10/15,sm39472054,-,バルーン,バルーン,バルーン,-,アボガド6,ニコニコ全期間 TOP100 74,,39472054/39472054.10227285
